date,Diabetes,diabetes complication,diabetes cure,diabetes depression,diabetes causes,isPartial,date,diabetes diagnosis,diabetes exercise,diabetes high risk,diabetes information,diabetes causes,isPartial,date,diabetes medication,Diabetes Mellitus,diabetes self care,diabetes self management,diabetes causes,isPartial,date,diabetes supplies,diabetes surgery,diabetes symptoms,diabetes testing,diabetes causes,isPartial,date,diabetes treatment,diabetes type 1 symptoms,diabetes type 2 symptoms,diets for diabetes,diabetes causes,isPartial,date,Gestational diabetes,gestational DM,increased risk of diabetes,insulin dependent diabetes mellitus,diabetes causes,isPartial,date,Type 1 diabetes,type 1 DM,Type 2 diabetes,Type 2 DM,diabetes causes,isPartial,date,type I diabetes,type I DM,Type II diabetes,Type II DM,diabetes causes,isPartial,date,diabetes lose weight ,borderline diabetes,diabetes kit,onset diabetes,diabetes causes,isPartial,date,diabetes magazines,herbal treatment for diabetes,diabetes supplements,diabetes type,diabetes causes,isPartial,date,diabetes and depression,diabetes impotence,about diabetes,diabetes recipes,diabetes causes,isPartial,date,diabetes lifestyle,diabetes medication side effects,blood glucose,blood pressure,diabetes causes,isPartial,date,continuous glucose monitoring systems,c-peptide test,fasting glucose,fasting plasma glucose,diabetes causes,isPartial,date,fingerstick glucose test,FPG,glucometers,glucose meter,diabetes causes,isPartial,date,glucose monitor,glucose test strip,glucose tolerance test,HbA1c,diabetes causes,isPartial,date,HemoglobinA1c,high glucose,iv glucose tolerance test,lifescan,diabetes causes,isPartial,date,normal blood glucose levels,normal glucose tolerance,oral glucose challenge,Oral glucose tolerance test,diabetes causes,isPartial,date,plasma concentration,plasma glucose,post glucose tolerance test,post prandial glucose,diabetes causes,isPartial,date,Post-prandial glucose,PPG,urine glucose,Acarbose,diabetes causes,isPartial,date,ACTOS,alogliptin,alpha-glucosidase inhibitors,Apidra,diabetes causes,isPartial,date,artificial pancreas,Aspart,Avandia,bariatric surgery,diabetes causes,isPartial,date,Biguanides,bolus insulin,Canagliflozin,carbohydrate counting,diabetes causes,isPartial,date,colesevelam,Cycloset,Detemir,diabetes clinical trails,diabetes causes,isPartial,date,Diabetes medicine,DPP-4 Inhibitors,FlexPen,Glargine,diabetes causes,isPartial,date,Glucophage,Glulisine,Glumetza,glyset,diabetes causes,isPartial,date,Humalog,Humulin,Humulin N,inhaled insulin,diabetes causes,isPartial,date,injection site rotation,insulin infusion pump,insulin injection,insulin needles,diabetes causes,isPartial,date,insulin pen injector,insulin pump,insulin syringe,insulin therapy,diabetes causes,isPartial,date,intermediate acting insulin,Invokana,islet cell transplantation,Januvia,diabetes causes,isPartial,date,Lantus,Levemir,linagliptin,Lispro,diabetes causes,isPartial,date,long acting insulin,meglitinides,metformin,miglitol,diabetes causes,isPartial,date,Nateglinide,Nesina,Novolin,Novolin N,diabetes causes,isPartial,date,Novolog,NPH insulin,Onglyza,oral hypoglycemic agents,diabetes causes,isPartial,date,pancreatic transplantation,parenteral glucagon emergency,pioglitazone,Pramlintide,diabetes causes,isPartial,date,prandin,precose,rapid acting insulin,Regular insulin,diabetes causes,isPartial,date,Repaglinide,Rosiglitazone,Ryzodeg,saxagliptin,diabetes causes,isPartial,date,SGLT2 inhibitors,short acting insulin,Sitagliptin,starlix,diabetes causes,isPartial,date,SymlinPen,thiazolidinediones,Toujeo,Tradjenta,diabetes causes,isPartial,date,Tresiba,Welchol,artificial sweetener,diabetes diet,diabetes causes,isPartial,date,diabetes prevention,diabetes prevention program,diabetes target range,diabetic diet,diabetes causes,isPartial,date,glycemic index,physical activity,adult blindness,Autonomic Neuropathy,diabetes causes,isPartial,date,cellulitis,diabetes and anorexia,diabetes and female sexual dysfunction,diabetes and nausea,diabetes causes,isPartial,date,diabetes and reduced sexual desire women,diabetes and vomiting,diabetes infections,diabetes myocardial infarct,diabetes causes,isPartial,date,diabetes staph infection,diabetes urinary tract infections,diabetes UTI,diabetic coma,diabetes causes,isPartial,date,diabetic dermopathy,diabetic foot,diabetic heart disease,diabetic keto acidosis,diabetes causes,isPartial,date,diabetic mononeuropathy,diabetic nephropathy,diabetic neuropathy,diabetic peripheral vascular disease,diabetes causes,isPartial,date,diabetic polyneuropathy,diabetic retinopathy,diabetic skin spots,End stage renal disease,diabetes causes,isPartial,date,ESRD,foot ulcers,gangrene,gastroparesis,diabetes causes,isPartial,date,hypoglycemia,insulin reaction,insulin shock,neuropathy,diabetes causes,isPartial,date,nocturnal diarrhea,peripheral neuropathy,acromegaly,Cushing’s disease,diabetes causes,isPartial,date,Cystic fibrosis–related DM,diabetes quality of life,diabetes study,fulminant diabetes,diabetes causes,isPartial,date,latent autoimmune diabetes of adulthood ,Maturity-onset diabetes of the young,maturity-onset diabetes of the young ,metabolic syndrome,diabetes causes,isPartial,date,monogenic diabetes,non-insulin dependent diabetes mellitus,prediabetes,prediabetes self management,diabetes causes,isPartial,date,Acanthosis nigricans,body mass index,body weight,diabetes risk factor,diabetes causes,isPartial,date,diabetes risk factors,glycosuria,hirsutism,hyperandrogenism,diabetes causes,isPartial,date,increased urination,increased water intake,intermediate hyperglycemia,PCOS,diabetes causes,isPartial,date,polycystic ovarian syndrome,polydipsia,polyuria,weight loss,diabetes causes,isPartial
2018-10-07,87,0,1,0,2,False,2018-10-07,30,14,8,13,84,False,2018-10-07,27,78,1,1,60,False,2018-10-07,2,3,67,4,21,False,2018-10-07,56,28,45,1,84,False,2018-10-07,93,0,0,1,33,False,2018-10-07,57,1,74,1,15,False,2018-10-07,26,1,11,1,84,False,2018-10-07,9,4,7,10,84,False,2018-10-07,0,0,1,78,9,False,2018-10-07,5,1,27,15,84,False,2018-10-07,0,0,4,69,1,False,2018-10-07,0,3,68,2,81,False,2018-10-07,0,12,3,55,84,False,2018-10-07,32,1,31,35,84,False,2018-10-07,0,72,0,7,47,False,2018-10-07,18,3,0,3,84,False,2018-10-07,21,14,0,2,84,False,2018-10-07,0,80,5,1,15,False,2018-10-07,45,6,1,9,84,False,2018-10-07,1,6,2,62,29,False,2018-10-07,1,3,6,1,84,False,2018-10-07,9,1,8,0,84,False,2018-10-07,28,3,12,24,84,False,2018-10-07,19,2,3,0,84,False,2018-10-07,62,27,6,1,69,False,2018-10-07,0,0,25,16,84,False,2018-10-07,0,38,8,5,46,False,2018-10-07,1,30,0,81,62,False,2018-10-07,75,34,6,16,57,False,2018-10-07,1,0,39,0,6,False,2018-10-07,6,3,27,10,84,False,2018-10-07,57,27,7,2,84,False,2018-10-07,0,0,39,2,84,False,2018-10-07,4,1,3,26,84,False,2018-10-07,7,2,0,3,84,False,2018-10-07,9,6,10,5,84,False,2018-10-07,0,4,33,36,84,False,2018-10-07,31,9,13,77,54,False,2018-10-07,11,5,0,74,60,False,2018-10-07,30,50,0,2,23,False,2018-10-07,79,0,0,0,13,False,2018-10-07,0,2,4,0,84,False,2018-10-07,0,0,10,14,84,False,2018-10-07,0,62,1,0,84,False,2018-10-07,0,10,60,0,84,False,2018-10-07,1,40,0,24,84,False,2018-10-07,25,2,51,57,35,False,2018-10-07,32,0,1,75,10,False,2018-10-07,1,78,22,1,51,False,2018-10-07,0,1,12,0,84,False,2018-10-07,0,0,0,51,73,False,2018-10-07,0,0,58,0,44,False,2018-10-07,5,10,72,1,14,False,2018-10-07,10,8,46,1,84,False,2018-10-07,1,0,0,55,8,False,2018-10-07,0,0,0,53,1,False
2018-10-14,88,0,1,0,2,False,2018-10-14,29,19,7,10,75,False,2018-10-14,29,76,0,2,54,False,2018-10-14,2,2,70,5,19,False,2018-10-14,56,25,40,2,75,False,2018-10-14,85,0,1,1,30,False,2018-10-14,55,0,80,1,14,False,2018-10-14,22,0,7,1,75,False,2018-10-14,7,5,6,14,75,False,2018-10-14,0,0,1,77,8,False,2018-10-14,4,0,35,17,75,False,2018-10-14,0,0,4,69,1,False,2018-10-14,0,1,70,2,73,False,2018-10-14,0,12,1,56,75,False,2018-10-14,39,2,30,28,75,False,2018-10-14,0,66,0,5,42,False,2018-10-14,22,4,0,3,75,False,2018-10-14,19,13,0,0,75,False,2018-10-14,0,71,7,2,14,False,2018-10-14,44,7,0,6,75,False,2018-10-14,1,8,1,63,27,False,2018-10-14,2,3,9,1,75,False,2018-10-14,7,1,9,0,75,False,2018-10-14,28,3,9,26,75,False,2018-10-14,21,1,1,0,75,False,2018-10-14,65,29,8,2,62,False,2018-10-14,0,3,23,13,75,False,2018-10-14,0,43,12,6,42,False,2018-10-14,1,36,0,77,56,False,2018-10-14,73,38,4,21,51,False,2018-10-14,1,0,44,0,5,False,2018-10-14,5,2,31,9,75,False,2018-10-14,71,27,12,0,75,False,2018-10-14,0,0,36,1,75,False,2018-10-14,4,2,4,22,75,False,2018-10-14,9,2,0,8,75,False,2018-10-14,13,3,17,2,75,False,2018-10-14,0,4,30,28,75,False,2018-10-14,37,9,13,72,49,False,2018-10-14,15,5,0,70,54,False,2018-10-14,32,45,1,4,21,False,2018-10-14,70,0,0,1,12,False,2018-10-14,0,3,8,0,75,False,2018-10-14,1,0,12,13,75,False,2018-10-14,1,56,2,1,75,False,2018-10-14,0,7,58,0,75,False,2018-10-14,1,35,0,24,75,False,2018-10-14,24,2,46,61,32,False,2018-10-14,32,0,1,77,9,False,2018-10-14,0,72,23,1,46,False,2018-10-14,0,0,13,0,75,False,2018-10-14,0,0,0,56,66,False,2018-10-14,0,0,59,0,40,False,2018-10-14,3,13,73,1,12,False,2018-10-14,15,7,36,4,75,False,2018-10-14,1,0,0,79,7,False,2018-10-14,0,0,1,55,1,False
2018-10-21,86,0,1,0,2,False,2018-10-21,29,26,7,11,78,False,2018-10-21,27,71,1,1,56,False,2018-10-21,2,4,59,5,19,False,2018-10-21,62,24,40,1,78,False,2018-10-21,80,0,1,0,31,False,2018-10-21,55,0,77,1,14,False,2018-10-21,24,0,10,1,78,False,2018-10-21,9,4,4,13,78,False,2018-10-21,0,0,0,76,8,False,2018-10-21,2,1,42,21,78,False,2018-10-21,0,0,4,68,1,False,2018-10-21,0,1,82,1,75,False,2018-10-21,0,17,2,63,78,False,2018-10-21,30,3,32,37,78,False,2018-10-21,0,71,0,5,44,False,2018-10-21,20,4,0,1,78,False,2018-10-21,18,8,0,2,78,False,2018-10-21,0,73,6,1,14,False,2018-10-21,38,9,0,8,78,False,2018-10-21,1,6,1,66,27,False,2018-10-21,2,5,4,2,78,False,2018-10-21,7,3,9,0,78,False,2018-10-21,26,0,7,39,78,False,2018-10-21,15,3,2,0,78,False,2018-10-21,59,29,5,1,64,False,2018-10-21,0,2,23,16,78,False,2018-10-21,0,36,7,6,43,False,2018-10-21,1,28,0,76,58,False,2018-10-21,88,37,6,21,53,False,2018-10-21,1,0,41,0,5,False,2018-10-21,5,1,30,11,78,False,2018-10-21,63,17,12,2,78,False,2018-10-21,0,0,45,3,78,False,2018-10-21,3,2,5,20,78,False,2018-10-21,10,1,0,7,78,False,2018-10-21,9,5,15,5,78,False,2018-10-21,0,8,36,34,78,False,2018-10-21,41,9,12,67,50,False,2018-10-21,16,6,0,86,56,False,2018-10-21,32,53,0,3,21,False,2018-10-21,72,0,0,0,12,False,2018-10-21,0,4,6,0,78,False,2018-10-21,1,0,3,15,78,False,2018-10-21,0,60,1,0,78,False,2018-10-21,0,7,52,1,78,False,2018-10-21,0,38,1,24,78,False,2018-10-21,26,5,56,65,33,False,2018-10-21,30,1,1,73,9,False,2018-10-21,0,69,22,0,47,False,2018-10-21,0,0,12,0,78,False,2018-10-21,0,0,0,48,68,False,2018-10-21,0,0,50,0,41,False,2018-10-21,4,11,68,1,13,False,2018-10-21,16,8,41,5,78,False,2018-10-21,2,0,0,60,8,False,2018-10-21,0,0,0,51,1,False
2018-10-28,91,0,1,0,2,False,2018-10-28,35,20,8,11,85,False,2018-10-28,27,75,0,2,61,False,2018-10-28,3,4,64,5,21,False,2018-10-28,66,26,37,3,85,False,2018-10-28,79,0,1,1,34,False,2018-10-28,61,1,78,2,15,False,2018-10-28,26,0,9,1,85,False,2018-10-28,12,4,6,10,85,False,2018-10-28,0,0,1,83,9,False,2018-10-28,3,0,38,17,85,False,2018-10-28,0,0,4,70,1,False,2018-10-28,0,1,76,2,82,False,2018-10-28,0,16,1,53,85,False,2018-10-28,42,2,38,39,85,False,2018-10-28,0,69,0,6,48,False,2018-10-28,19,3,0,5,85,False,2018-10-28,18,14,0,1,85,False,2018-10-28,0,83,6,2,15,False,2018-10-28,44,9,1,8,85,False,2018-10-28,1,6,2,66,30,False,2018-10-28,4,2,7,2,85,False,2018-10-28,9,1,13,0,85,False,2018-10-28,29,1,9,30,85,False,2018-10-28,19,2,4,2,85,False,2018-10-28,69,27,5,2,70,False,2018-10-28,0,1,15,16,85,False,2018-10-28,0,35,11,7,47,False,2018-10-28,1,33,0,78,63,False,2018-10-28,77,33,6,15,58,False,2018-10-28,1,0,42,0,6,False,2018-10-28,3,3,27,10,85,False,2018-10-28,74,26,10,1,85,False,2018-10-28,0,0,42,1,85,False,2018-10-28,6,1,2,23,85,False,2018-10-28,12,5,0,4,85,False,2018-10-28,8,5,16,1,85,False,2018-10-28,0,6,33,28,85,False,2018-10-28,32,13,11,73,55,False,2018-10-28,12,4,0,77,61,False,2018-10-28,29,47,0,3,23,False,2018-10-28,69,0,0,1,13,False,2018-10-28,0,1,6,0,85,False,2018-10-28,0,0,7,17,85,False,2018-10-28,1,71,2,0,85,False,2018-10-28,1,12,64,2,85,False,2018-10-28,4,39,0,33,85,False,2018-10-28,29,2,61,72,36,False,2018-10-28,31,1,1,72,10,False,2018-10-28,1,71,22,0,52,False,2018-10-28,0,1,13,0,85,False,2018-10-28,0,0,0,58,74,False,2018-10-28,0,0,61,0,45,False,2018-10-28,5,11,72,1,14,False,2018-10-28,16,7,41,4,85,False,2018-10-28,1,0,0,59,8,False,2018-10-28,0,0,0,52,1,False
2018-11-04,97,0,1,0,2,False,2018-11-04,39,27,4,14,82,False,2018-11-04,29,92,1,2,59,False,2018-11-04,3,3,77,6,20,False,2018-11-04,64,33,50,1,82,False,2018-11-04,83,0,1,1,33,False,2018-11-04,68,0,89,1,15,False,2018-11-04,36,1,14,0,82,False,2018-11-04,11,6,6,13,82,False,2018-11-04,0,0,1,93,9,False,2018-11-04,2,1,53,21,82,False,2018-11-04,0,0,4,73,1,False,2018-11-04,0,1,76,1,79,False,2018-11-04,0,9,3,63,82,False,2018-11-04,37,3,31,43,82,False,2018-11-04,0,63,0,3,46,False,2018-11-04,25,4,0,2,82,False,2018-11-04,16,10,0,2,82,False,2018-11-04,0,70,8,2,15,False,2018-11-04,36,8,1,5,82,False,2018-11-04,1,6,1,58,29,False,2018-11-04,2,5,3,3,82,False,2018-11-04,6,1,5,0,82,False,2018-11-04,26,0,11,22,82,False,2018-11-04,18,0,4,0,82,False,2018-11-04,57,25,6,2,68,False,2018-11-04,0,1,20,14,82,False,2018-11-04,0,40,11,7,45,False,2018-11-04,0,38,0,71,61,False,2018-11-04,74,38,2,20,56,False,2018-11-04,1,0,41,0,6,False,2018-11-04,3,3,26,6,82,False,2018-11-04,74,30,13,1,82,False,2018-11-04,0,0,38,2,82,False,2018-11-04,4,4,4,29,82,False,2018-11-04,8,1,0,7,82,False,2018-11-04,8,6,11,2,82,False,2018-11-04,0,7,30,39,82,False,2018-11-04,31,12,15,87,53,False,2018-11-04,20,7,1,88,59,False,2018-11-04,28,48,0,3,22,False,2018-11-04,70,0,0,1,13,False,2018-11-04,0,2,8,0,82,False,2018-11-04,1,0,7,15,82,False,2018-11-04,0,56,2,1,82,False,2018-11-04,0,9,52,0,82,False,2018-11-04,2,31,0,29,82,False,2018-11-04,24,4,59,63,35,False,2018-11-04,32,0,1,70,10,False,2018-11-04,0,77,24,0,50,False,2018-11-04,0,1,15,0,82,False,2018-11-04,0,0,0,57,72,False,2018-11-04,0,0,54,0,44,False,2018-11-04,5,13,69,1,13,False,2018-11-04,18,8,35,4,82,False,2018-11-04,1,0,0,53,8,False,2018-11-04,0,0,0,52,1,False
2018-11-11,96,0,1,0,2,False,2018-11-11,34,32,6,11,85,False,2018-11-11,28,83,0,1,61,False,2018-11-11,3,4,62,5,21,False,2018-11-11,66,23,37,3,85,False,2018-11-11,87,0,1,0,34,False,2018-11-11,68,0,82,1,15,False,2018-11-11,32,0,13,1,85,False,2018-11-11,11,2,8,15,85,False,2018-11-11,0,0,1,88,9,False,2018-11-11,6,0,50,19,85,False,2018-11-11,0,0,4,74,1,False,2018-11-11,0,0,84,2,82,False,2018-11-11,0,13,4,55,85,False,2018-11-11,45,4,33,25,85,False,2018-11-11,0,66,0,6,48,False,2018-11-11,21,4,0,4,85,False,2018-11-11,14,12,0,1,85,False,2018-11-11,0,78,6,2,15,False,2018-11-11,42,7,0,6,85,False,2018-11-11,2,6,1,64,30,False,2018-11-11,2,2,6,3,85,False,2018-11-11,9,1,11,0,85,False,2018-11-11,35,0,12,26,85,False,2018-11-11,17,3,4,1,85,False,2018-11-11,53,28,5,2,70,False,2018-11-11,0,2,22,22,85,False,2018-11-11,0,35,10,6,47,False,2018-11-11,1,35,0,72,63,False,2018-11-11,67,37,4,21,58,False,2018-11-11,1,0,40,0,6,False,2018-11-11,5,2,23,6,85,False,2018-11-11,66,21,12,1,85,False,2018-11-11,0,0,43,3,85,False,2018-11-11,7,3,3,23,85,False,2018-11-11,11,3,0,5,85,False,2018-11-11,13,8,15,3,85,False,2018-11-11,0,3,33,40,85,False,2018-11-11,36,10,9,80,55,False,2018-11-11,17,6,1,78,61,False,2018-11-11,28,56,0,3,23,False,2018-11-11,71,0,0,1,13,False,2018-11-11,0,2,5,0,85,False,2018-11-11,0,0,7,18,85,False,2018-11-11,5,56,2,0,85,False,2018-11-11,0,8,57,0,85,False,2018-11-11,3,35,0,25,85,False,2018-11-11,25,4,86,66,36,False,2018-11-11,31,1,1,72,10,False,2018-11-11,0,79,27,1,52,False,2018-11-11,0,0,15,0,85,False,2018-11-11,0,0,0,49,74,False,2018-11-11,1,0,52,0,45,False,2018-11-11,5,13,66,1,14,False,2018-11-11,19,9,42,4,85,False,2018-11-11,1,0,0,53,8,False,2018-11-11,1,0,0,48,1,False
2018-11-18,77,0,1,0,2,False,2018-11-18,28,16,4,6,83,False,2018-11-18,17,54,1,1,59,False,2018-11-18,2,3,61,3,21,False,2018-11-18,49,23,35,1,83,False,2018-11-18,70,0,0,1,33,False,2018-11-18,51,1,60,1,15,False,2018-11-18,21,0,11,0,83,False,2018-11-18,7,3,6,13,83,False,2018-11-18,0,0,0,68,9,False,2018-11-18,3,0,21,16,83,False,2018-11-18,0,0,3,62,1,False,2018-11-18,0,0,60,1,80,False,2018-11-18,0,13,2,55,83,False,2018-11-18,36,2,22,29,83,False,2018-11-18,0,49,0,3,47,False,2018-11-18,13,2,0,2,83,False,2018-11-18,10,8,0,1,83,False,2018-11-18,0,70,4,1,15,False,2018-11-18,37,6,0,7,83,False,2018-11-18,2,5,1,48,29,False,2018-11-18,3,3,4,0,83,False,2018-11-18,6,1,6,0,83,False,2018-11-18,28,2,6,22,83,False,2018-11-18,19,0,1,0,83,False,2018-11-18,63,25,5,0,69,False,2018-11-18,0,1,16,13,83,False,2018-11-18,0,34,7,4,46,False,2018-11-18,1,25,0,63,62,False,2018-11-18,69,28,3,13,57,False,2018-11-18,1,0,36,0,6,False,2018-11-18,3,1,27,9,83,False,2018-11-18,54,21,8,1,83,False,2018-11-18,0,0,30,3,83,False,2018-11-18,3,1,3,18,83,False,2018-11-18,9,3,0,7,83,False,2018-11-18,8,6,14,1,83,False,2018-11-18,0,4,25,24,83,False,2018-11-18,33,8,6,61,54,False,2018-11-18,11,3,0,66,59,False,2018-11-18,24,27,0,2,23,False,2018-11-18,71,0,0,1,13,False,2018-11-18,0,1,5,0,83,False,2018-11-18,0,0,5,13,83,False,2018-11-18,1,51,1,0,83,False,2018-11-18,0,7,42,0,83,False,2018-11-18,1,24,0,21,83,False,2018-11-18,20,3,75,62,35,False,2018-11-18,25,0,0,61,10,False,2018-11-18,1,65,26,1,51,False,2018-11-18,0,0,8,0,83,False,2018-11-18,0,0,0,49,73,False,2018-11-18,1,0,44,0,44,False,2018-11-18,3,11,52,0,14,False,2018-11-18,11,5,34,1,83,False,2018-11-18,1,0,0,48,8,False,2018-11-18,0,0,0,41,1,False
2018-11-25,92,0,1,0,2,False,2018-11-25,27,23,7,8,91,False,2018-11-25,31,73,1,1,65,False,2018-11-25,3,3,68,4,23,False,2018-11-25,69,33,47,2,91,False,2018-11-25,78,0,1,0,36,False,2018-11-25,58,1,78,1,16,False,2018-11-25,25,0,10,0,91,False,2018-11-25,10,3,4,12,91,False,2018-11-25,0,0,1,84,10,False,2018-11-25,1,1,40,20,91,False,2018-11-25,0,0,4,75,1,False,2018-11-25,1,0,78,2,88,False,2018-11-25,0,18,2,58,91,False,2018-11-25,35,2,28,32,91,False,2018-11-25,0,61,0,4,51,False,2018-11-25,23,4,0,3,91,False,2018-11-25,14,10,0,1,91,False,2018-11-25,0,69,6,1,16,False,2018-11-25,47,4,0,6,91,False,2018-11-25,2,6,1,63,32,False,2018-11-25,2,3,7,1,91,False,2018-11-25,11,1,8,0,91,False,2018-11-25,24,0,8,25,91,False,2018-11-25,19,3,1,0,91,False,2018-11-25,65,28,6,2,75,False,2018-11-25,0,0,19,16,91,False,2018-11-25,0,43,8,5,50,False,2018-11-25,1,39,0,79,67,False,2018-11-25,84,36,4,20,62,False,2018-11-25,1,0,40,0,6,False,2018-11-25,3,2,32,10,91,False,2018-11-25,58,23,10,0,91,False,2018-11-25,0,0,38,0,91,False,2018-11-25,6,1,3,23,91,False,2018-11-25,8,3,0,4,91,False,2018-11-25,13,11,18,2,91,False,2018-11-25,0,3,29,35,91,False,2018-11-25,34,11,12,88,58,False,2018-11-25,15,4,0,77,65,False,2018-11-25,27,52,0,3,25,False,2018-11-25,65,0,0,1,14,False,2018-11-25,0,3,7,0,91,False,2018-11-25,0,0,8,13,91,False,2018-11-25,2,66,1,0,91,False,2018-11-25,0,5,57,0,91,False,2018-11-25,1,42,0,21,91,False,2018-11-25,24,4,64,56,38,False,2018-11-25,33,0,1,71,11,False,2018-11-25,0,68,28,1,55,False,2018-11-25,0,0,17,0,91,False,2018-11-25,0,0,0,46,80,False,2018-11-25,0,0,52,0,48,False,2018-11-25,5,10,72,1,15,False,2018-11-25,16,8,40,6,91,False,2018-11-25,1,0,0,52,9,False,2018-11-25,1,0,0,50,1,False
2018-12-02,90,0,1,0,2,False,2018-12-02,32,29,5,13,89,False,2018-12-02,33,87,0,2,63,False,2018-12-02,2,3,66,4,22,False,2018-12-02,73,36,55,2,89,False,2018-12-02,87,0,1,1,35,False,2018-12-02,58,0,85,1,16,False,2018-12-02,28,0,16,0,89,False,2018-12-02,9,3,6,15,89,False,2018-12-02,0,0,0,85,9,False,2018-12-02,4,2,49,19,89,False,2018-12-02,0,0,4,79,1,False,2018-12-02,0,1,64,2,86,False,2018-12-02,0,10,2,66,89,False,2018-12-02,36,2,29,38,89,False,2018-12-02,0,60,0,5,50,False,2018-12-02,17,5,0,1,89,False,2018-12-02,19,9,0,1,89,False,2018-12-02,0,70,7,2,16,False,2018-12-02,38,7,0,7,89,False,2018-12-02,3,6,1,64,31,False,2018-12-02,0,4,7,0,89,False,2018-12-02,7,2,9,0,89,False,2018-12-02,35,0,9,25,89,False,2018-12-02,17,0,1,0,89,False,2018-12-02,64,27,5,1,73,False,2018-12-02,0,1,23,14,89,False,2018-12-02,0,34,11,5,49,False,2018-12-02,1,41,0,63,66,False,2018-12-02,68,35,4,15,61,False,2018-12-02,1,0,39,0,6,False,2018-12-02,6,4,30,8,89,False,2018-12-02,66,20,11,0,89,False,2018-12-02,0,0,42,0,89,False,2018-12-02,4,5,5,19,89,False,2018-12-02,10,1,0,6,89,False,2018-12-02,8,8,10,3,89,False,2018-12-02,0,6,35,32,89,False,2018-12-02,34,10,13,88,57,False,2018-12-02,13,4,1,72,64,False,2018-12-02,29,56,0,3,24,False,2018-12-02,67,0,0,1,14,False,2018-12-02,0,2,9,0,89,False,2018-12-02,1,1,8,18,89,False,2018-12-02,1,56,1,1,89,False,2018-12-02,0,13,58,1,89,False,2018-12-02,1,34,0,19,89,False,2018-12-02,29,5,70,59,37,False,2018-12-02,32,1,1,73,11,False,2018-12-02,0,73,28,1,54,False,2018-12-02,0,1,14,0,89,False,2018-12-02,0,0,0,55,78,False,2018-12-02,1,0,51,0,47,False,2018-12-02,3,13,72,1,14,False,2018-12-02,18,11,41,2,89,False,2018-12-02,1,0,0,52,9,False,2018-12-02,1,0,0,50,1,False
2018-12-09,86,0,1,0,2,False,2018-12-09,28,26,6,8,82,False,2018-12-09,29,70,1,1,58,False,2018-12-09,3,3,67,3,20,False,2018-12-09,61,31,49,4,82,False,2018-12-09,81,0,1,1,32,False,2018-12-09,54,1,79,1,15,False,2018-12-09,28,0,8,0,82,False,2018-12-09,8,5,5,14,82,False,2018-12-09,0,0,1,79,9,False,2018-12-09,4,0,32,19,82,False,2018-12-09,0,0,4,71,1,False,2018-12-09,1,0,72,0,79,False,2018-12-09,0,13,3,64,82,False,2018-12-09,32,3,32,35,82,False,2018-12-09,0,54,0,5,46,False,2018-12-09,22,4,0,1,82,False,2018-12-09,14,12,0,0,82,False,2018-12-09,0,66,5,1,15,False,2018-12-09,42,11,0,7,82,False,2018-12-09,1,6,1,56,29,False,2018-12-09,1,4,5,0,82,False,2018-12-09,5,2,10,0,82,False,2018-12-09,28,1,10,24,82,False,2018-12-09,13,2,3,0,82,False,2018-12-09,62,26,6,1,67,False,2018-12-09,0,1,15,14,82,False,2018-12-09,0,37,10,5,45,False,2018-12-09,1,36,0,80,60,False,2018-12-09,73,36,5,14,56,False,2018-12-09,0,0,38,0,6,False,2018-12-09,5,3,27,6,82,False,2018-12-09,70,18,7,2,82,False,2018-12-09,0,0,42,2,82,False,2018-12-09,3,1,1,18,82,False,2018-12-09,8,0,0,10,82,False,2018-12-09,10,4,12,3,82,False,2018-12-09,0,6,33,24,82,False,2018-12-09,31,10,11,84,53,False,2018-12-09,12,5,0,70,58,False,2018-12-09,28,42,0,3,22,False,2018-12-09,62,0,0,0,13,False,2018-12-09,0,3,7,0,82,False,2018-12-09,0,0,6,18,82,False,2018-12-09,1,59,2,0,82,False,2018-12-09,0,7,51,0,82,False,2018-12-09,2,33,0,19,82,False,2018-12-09,22,2,71,64,34,False,2018-12-09,29,0,1,69,10,False,2018-12-09,0,73,27,1,50,False,2018-12-09,0,0,9,0,82,False,2018-12-09,0,0,0,51,72,False,2018-12-09,1,0,46,0,43,False,2018-12-09,4,11,66,1,13,False,2018-12-09,14,9,38,3,82,False,2018-12-09,1,0,0,47,8,False,2018-12-09,1,0,0,50,1,False
